,fips,county,state,cases,deaths,mask_score,ratio_pop_to_physician,unemploy_rate,HS_grad_rate,flu_vacc_%,uninsured,median_income,pop_size,%_rural,life_expectancy,sim_diversity_index,area,pop_density
35,1065,Hale,Alabama,916,31,3.358,2962.4,0.058931247,0.912820513,0.33,0.112086259,34905,14812,0.891687817,74.24185248,0.507801145,643.94,24.5
36,1067,Henry,Alabama,842,6,2.934,4286.75,0.048678513,0.979057592,0.42,0.117421104,48094,17147,0.877528609,75.59793011,0.455365377,561.75,30.8
37,1069,Houston,Alabama,5070,38,2.885,705.0405405,0.043390151,0.909174312,0.45,0.111268612,44753,104346,0.338040513,75.98739983,0.482197956,579.82,175.1
38,1071,Jackson,Alabama,2919,24,2.896,1730.3,0.04768924,0.901172529,0.43,0.125834494,42658,51909,0.770173033,73.66010976,0.201659862,1077.87,49.4
39,1073,Jefferson,Alabama,30620,491,3.3,784.7583333,0.04240381,0.887338111,0.43,0.098516647,50731,659197,0.098337652,74.72026828,0.563438144,1111.28,592.5
40,1075,Lamar,Alabama,626,7,2.984,1549.555556,0.042258461,0.942857143,0.42,0.111182935,39796,13946,1,73.1553474,0.249517361,604.85,24.1
41,1077,Lauderdale,Alabama,3829,53,2.814,1381.164179,0.046121143,0.943852856,0.51,0.099361472,46646,92538,0.492951062,76.19725856,0.272626718,667.7,138.8
42,1079,Lawrence,Alabama,1224,36,2.685,2542.230769,0.04882698,0.880555556,0.39,0.139827238,42912,33049,0.912897871,74.03277127,0.397270407,690.68,49.7
43,1081,Lee,Alabama,7539,64,3.137,1923.857143,0.039132209,0.911430281,0.45,0.104889077,51372,161604,0.27409499,78.16330406,0.489464723,607.54,230.8
44,1083,Limestone,Alabama,4045,44,2.888,2052.217391,0.039788767,0.920074349,0.44,0.110629378,57342,94402,0.576091421,77.79918567,0.393687592,559.94,147.8
45,1085,Lowndes,Alabama,787,29,2.816,5038,0.08,0.913043478,0.36,0.113534472,33130,10076,1,70.81807959,0.413930527,715.91,15.8
46,1087,Macon,Alabama,700,20,3.211,1041.944444,0.05778003,0.8,0.33,0.104227194,30849,18755,0.555472683,74.08991223,0.326828207,608.89,35.2
47,1089,Madison,Alabama,12410,146,3.183,989.1671233,0.038486352,0.931943747,0.44,0.087627728,62750,361046,0.164415148,77.56460772,0.517913674,801.59,417.7
48,1091,Marengo,Alabama,1169,24,2.993,1614.583333,0.05653942,0.909090909,0.32,0.101002957,37469,19375,0.693156418,74.31460188,0.536220794,976.88,21.5
49,1093,Marion,Alabama,1345,35,2.589,1491.65,0.047854917,0.902173913,0.39,0.113999914,38049,29833,0.888549519,74.45516162,0.155297583,742.29,41.5
50,1095,Marshall,Alabama,5819,53,2.997,1469.969231,0.038045027,0.922893482,0.45,0.13725968,42751,95548,0.53268687,74.22396708,0.326117767,565.84,164.4
51,1097,Mobile,Alabama,19306,358,3.03,1092.229552,0.05182588,0.837099204,0.42,0.123920246,45615,413955,0.200202425,75.18092438,0.546397977,1229.44,335.9
52,1099,Monroe,Alabama,768,11,2.781,2369.666667,0.067411026,0.88030888,0.38,0.122998671,36432,21327,0.790445639,74.35590477,0.537378588,1025.68,22.5
53,1101,Montgomery,Alabama,12040,232,3.029,925.0857143,0.043040614,0.816081331,0.39,0.11123245,45833,226646,0.104912301,75.81389925,0.545520441,784.25,292.5
54,1103,Morgan,Alabama,6182,47,2.989,1673.492958,0.041064916,0.901960784,0.44,0.111568129,49274,118818,0.385973722,75.50516228,0.403699763,579.34,206.3
55,1105,Perry,Alabama,668,6,3.291,2334.75,0.079365079,0.930693069,0.24,0.112510736,26703,9339,1,71.8073582,0.460021296,719.66,14.7
56,1107,Pickens,Alabama,1153,18,3.205,5044,0.052935886,0.981818182,0.42,0.116885743,38379,20176,1,75.51025145,0.546545517,881.41,22.4
57,1109,Pike,Alabama,1555,14,2.74,1446.391304,0.04875968,0.872852234,0.39,0.128183524,40680,33267,0.516793824,75.56737294,0.546661273,672.09,48.9
58,1111,Randolph,Alabama,998,21,2.34,1416.875,0.043956044,0.918088737,0.32,0.11962775,41112,22670,0.813424693,74.15062539,0.394048866,580.55,39.5
59,1113,Russell,Alabama,2180,3,3.146,4753.75,0.042972247,0.881458967,0.41,0.108030901,36186,57045,0.354089939,72.91510157,0.581958326,641.14,82.6
60,1115,St. Clair,Alabama,3984,55,3.002,2939.966667,0.039695989,0.884057971,0.39,0.094330469,52755,88199,0.727967653,75.10036379,0.252503899,631.9,132.3
61,1117,Shelby,Alabama,9805,76,3.211,2296.827957,0.032259835,0.942215855,0.43,0.073996865,74098,213605,0.229448702,80.36632737,0.372183568,784.93,248.5
62,1119,Sumter,Alabama,553,22,3.143,6343.5,0.06539075,0.769784173,0.29,0.128771824,26495,12687,1,72.90228422,0.422903523,903.89,15.2
63,1121,Talladega,Alabama,3359,42,2.517,2287.571429,0.04962175,0.927023945,0.35,0.098185465,41733,80065,0.558153383,72.9365298,0.499994827,736.78,111.7
64,1123,Tallapoosa,Alabama,1692,90,2.879,1232.757576,0.041577767,0.898924731,0.44,0.107136139,44469,40681,0.742262591,75.03016843,0.453775701,716.52,58.1
65,1125,Tuscaloosa,Alabama,12501,148,3.193,1244.377246,0.041416004,0.885245902,0.46,0.092102794,51644,207811,0.255080758,76.16151114,0.518671334,1321.76,147.3
66,1127,Walker,Alabama,3490,96,2.855,1525.190476,0.050188904,0.903584672,0.42,0.114690995,41925,64058,0.740879996,70.15031591,0.204091026,791.19,84.7
67,1129,Washington,Alabama,900,18,3.182,2361.571429,0.068359375,0.926724138,0.25,0.130507978,44249,16531,1,72.95174626,0.514377208,1080.21,16.3
68,1131,Wilcox,Alabama,624,18,2.877,1786.5,0.113960114,0.832167832,0.24,0.105269187,25700,10719,1,74.17464284,0.428987395,888.5,13.1
69,1133,Winston,Alabama,1237,23,2.499,2156.545455,0.049968899,0.928571429,0.41,0.128785037,38562,23722,0.848921745,74.89234159,0.11880617,612.98,39.9
71,2013,Aleutians East Borough,Alaska,24,0,3.252,561.6666667,0.025154799,0.823529412,,0.334537098,69375,3370,1,92.48223957,0.743371255,6981.94,0.4
72,2016,Aleutians West Census Area,Alaska,106,0,3.198,523.9090909,0.036260036,0.933333333,,0.222789784,80290,5763,1,81.36730797,0.741512576,4390.28,1.3
73,2020,Anchorage,Alaska,14932,63,3.388,555.3886793,0.059738071,0.801326413,0.36,0.128737807,78579,294356,0.041171794,79.0217959,0.634240548,1704.68,171.2
74,2050,Bethel Census Area,Alaska,1222,1,3.052,583.0967742,0.13794493,0.548275862,0.12,0.238981093,45582,18076,0.739375772,71.94640009,0.291404246,40570,0.4
75,2060,Bristol Bay Borough,Alaska,76,0,3.301,289,0.063380282,0.833333333,0.3,0.229381443,70094,867,1,,0.6951452,503.84,2
76,2068,Denali Borough,Alaska,41,0,3.15,691.3333333,0.09380531,0.450980392,,0.145299145,73220,2074,1,81.20403823,0.34428531,12751.41,0.1
77,2070,Dillingham Census Area,Alaska,95,0,3.188,986.4,0.092944039,0.647727273,0.21,0.208582172,52641,4932,1,72.919773,0.454378699,18568.78,0.3
78,2090,Fairbanks North Star Borough,Alaska,3231,17,2.788,655.9407895,0.062944249,0.696202532,0.32,0.135933766,74241,99703,0.308707638,79.37741124,0.495107383,7338.21,13.3
79,2100,Haines Borough,Alaska,16,0,2.961,2526,0.090909091,0.869565217,0.14,0.204861111,53413,2526,1,85.11926788,0.383499648,2318.6,1.1
81,2110,Juneau City and Borough,Alaska,791,2,2.933,972.5454546,0.04749068,0.772972973,0.34,0.130974972,90436,32094,0.215443645,79.5210401,0.557530579,2701.93,11.6
82,2122,Kenai Peninsula Borough,Alaska,2149,4,3.388,901.8,0.08488651,0.817320704,0.2,0.179373872,63559,58617,0.793375451,78.56803956,0.345511435,16075.33,3.4
83,2130,Ketchikan Gateway Borough,Alaska,183,0,2.849,729.2631579,0.063063063,0.769230769,0.36,0.165626336,71298,13856,0.23187653,80.18433109,0.564240925,4858.41,2.8
84,2150,Kodiak Island Borough,Alaska,222,0,3.372,1222.545455,0.051031488,0.895238095,0.39,0.216933827,71118,13448,0.313198941,82.4046679,0.681109111,6549.58,2.1
86,2164,Lake and Peninsula Borough,Alaska,5,0,3.297,540,0.118948824,,,0.279971791,47644,1620,1,,0.56395519,23652.01,0.1
87,2170,Matanuska-Susitna Borough,Alaska,2581,5,3.381,1383.532468,0.086608857,0.775735294,0.31,0.157122217,72296,106532,0.502938367,78.8191607,0.364649535,24607.9,3.6
88,2180,Nome Census Area,Alaska,190,0,2.911,583.5882353,0.125703106,0.816326531,0.04,0.215070469,53877,9921,0.660556258,71.0984482,0.404805615,22961.76,0.4
89,2185,North Slope Borough,Alaska,403,0,2.994,1956.4,0.074386921,0.698924731,,0.196152145,82736,9782,0.593319194,73.14686856,0.618280822,88695.41,0.1
90,2188,Northwest Arctic Borough,Alaska,345,0,2.72,698.5454546,0.168186424,0.747747748,,0.24038598,53060,7684,0.574637778,72.65722884,0.353975238,35572.58,0.2
91,2195,Petersburg Borough,Alaska,20,0,2.898,1640.5,0.093418259,0.909090909,,0.21359584,59176,3281,,77.43607651,0.477492115,3281.98,1.2
92,2198,Prince of Wales-Hyder Census Area,Alaska,44,1,2.867,644.3,0.114245416,0.708737864,,0.24269744,46488,6443,,73.62396236,0.606528112,3922.87,1.4
93,2220,Sitka City and Borough,Alaska,161,0,2.922,668.3846154,0.046752079,0.82010582,0.18,0.197079314,69501,8689,0.208760275,80.82612098,0.580293221,2870.34,3.1
94,2230,Skagway Municipality,Alaska,9,0,2.991,289.25,0.105582524,1,0.15,0.146542828,66991,1157,,,0.313307671,452.33,2.1
95,2240,Southeast Fairbanks Census Area,Alaska,235,1,2.979,2296,0.10441226,0.61971831,0.22,0.214261632,59382,6888,1,78.4083676,0.432165203,24768.81,0.3
96,2261,Valdez-Cordova Census Area,Alaska,242,1,3.396,927.8,0.079624337,0.760330579,,0.16998672,86196,9278,1,78.9160487,0.491917325,34239.88,0.3
98,2275,Wrangell City and Borough,Alaska,19,0,2.871,-2521,0.077142857,0.875,,0.189892803,55696,2521,,80.57658537,0.500139172,2541.48,0.9
100,2290,Yukon-Koyukuk Census Area,Alaska,158,2,3.006,536.5,0.182622687,0.564236111,0.28,0.27560241,37907,5365,1,70.60531817,0.463983379,145504.79,0
102,4001,Apache,Arizona,4921,193,3.379,1591.244444,0.104167687,0.741637832,0.36,0.195141779,33053,71606,0.740610755,72.36031002,0.401144632,11197.52,6.4
103,4003,Cochise,Arizona,3137,78,3.225,1299.541667,0.056123792,0.84179971,0.3,0.104580812,48966,124756,0.363010674,78.61877318,0.567802176,6165.69,21.3
104,4005,Coconino,Arizona,6988,164,3.358,1027.562044,0.055531235,0.812544547,0.38,0.137551013,54399,140776,0.314660656,79.17865143,0.609850422,18618.89,7.2
105,4007,Gila,Arizona,2631,87,3.27,1407.921053,0.060621665,0.82444062,0.35,0.14379223,38897,53501,0.410619997,73.81923047,0.544975761,4757.93,11.3
106,4009,Graham,Arizona,1933,33,2.9,1170.8125,0.054426957,0.840611354,0.36,0.102448606,46378,37466,0.464373993,78.38163421,0.612874717,4622.6,8.1
107,4011,Greenlee,Arizona,181,2,2.866,1891,0.051102204,0.92173913,0.28,0.083531369,63557,9455,0.465686856,81.19111831,0.561133461,1843.13,4.6
108,4012,La Paz,Arizona,750,18,3.187,1471.5,0.053795646,0.818681319,0.25,0.196444517,36389,20601,0.563277856,78.18474902,0.561435883,4499.63,4.6
109,4013,Maricopa,Arizona,192255,3896,3.553,1054.353244,0.041734212,0.806531679,0.45,0.117494813,62221,4307033,0.023637997,80.45570363,0.590492206,9200.14,414.9
110,4015,Mohave,Arizona,5643,251,3.136,1286.956522,0.058587256,0.833826138,0.36,0.121058086,42210,207200,0.229636438,75.4924518,0.372577752,13311.08,15
111,4017,Navajo,Arizona,7654,267,3.051,1281.835294,0.075743281,0.808866279,0.36,0.139112699,40883,108956,0.541382423,75.38793225,0.603814183,9950.42,10.8
112,4019,Pima,Arizona,36659,674,3.569,1131.381637,0.044846538,0.776446164,0.45,0.109962667,51392,1022769,0.075234911,79.63227752,0.588417661,9187.04,106.7
113,4021,Pinal,Arizona,15345,251,3.359,2109.004902,0.050193714,0.717184138,0.4,0.113295847,53114,430237,0.219046225,81.61353928,0.578258417,5365.61,70
114,4023,Santa Cruz,Arizona,3624,69,3.688,5776.5,0.095100258,0.909847434,0.31,0.149228268,39265,46212,0.268831717,83.23300031,0.2817616,1236.92,38.3
115,4025,Yavapai,Arizona,4641,107,3.319,1051.465438,0.045036015,0.846555324,0.41,0.127814112,49860,228168,0.331971777,78.71101746,0.329261962,8123.5,26
116,4027,Yuma,Arizona,16826,375,3.708,1471.87234,0.170489771,0.877684747,0.38,0.15136733,46013,207534,0.104295764,83.05657568,0.495276617,5513.99,35.5
118,5001,Arkansas,Arkansas,918,20,3.217,1633.363636,0.03261955,0.82278481,0.38,0.089041096,43752,17967,0.347073979,74.14368552,0.455276617,988.77,19.2
119,5003,Ashley,Arkansas,772,13,3.16,1448.785714,0.057309942,0.902173913,0.4,0.081287305,40495,20283,0.516816913,74.44178976,0.469991714,925.35,23.6
120,5005,Baxter,Arkansas,1281,27,2.768,810.8823529,0.042314493,0.858757062,0.47,0.085049271,43011,41355,0.658420254,76.59871755,0.100582814,554.28,74.9
121,5007,Benton,Arkansas,11207,150,3.252,1575.739645,0.029049934,0.90446281,0.49,0.099936013,64728,266300,0.251600486,79.60856402,0.432226737,847.36,261.2
122,5009,Boone,Arkansas,1606,42,2.62,1168.15625,0.034321472,0.925925926,0.44,0.085068027,41770,37381,0.621981953,76.70965332,0.119285561,590.23,62.5
123,5011,Bradley,Arkansas,436,8,2.784,3621.333333,0.046814341,0.901639344,0.48,0.115507777,35950,10864,0.495915885,73.47550322,0.595032568,649.23,17.7
124,5013,Calhoun,Arkansas,130,0,2.597,1049.4,0.039390089,0.916666667,0.31,0.086295724,42484,5247,1,73.32060214,0.432866191,628.58,8.5
125,5015,Carroll,Arkansas,1314,23,2.993,3992,0.0329083,0.82278481,0.43,0.139880251,38297,27944,0.728339284,76.42659892,0.342355545,630.09,43.6
126,5017,Chicot,Arkansas,1145,26,2.875,625.6470588,0.065335235,0.865546219,0.21,0.09471972,31810,10636,0.54279661,73.58304204,0.556258514,644.3,18.3
127,5019,Clark,Arkansas,749,10,3.016,1592.357143,0.039809926,0.842931937,0.48,0.084791886,40536,22293,0.543770385,75.84570168,0.468731094,866.07,26.6
128,5021,Clay,Arkansas,786,19,2.744,1657.777778,0.045531483,0.93081761,0.31,0.089565217,35164,14920,0.588571784,72.68661889,0.08946789,639.47,25.2
129,5023,Cleburne,Arkansas,654,20,3.212,2087.333333,0.048978719,0.920454546,0.45,0.095798682,43170,25048,0.755217559,75.69396135,0.102917113,553.69,46.9
130,5025,Cleveland,Arkansas,334,14,2.931,,0.043740573,0.956521739,0.41,0.076818593,47812,8202,1,73.53092191,0.270759057,597.78,14.5
131,5027,Columbia,Arkansas,1000,24,2.462,1968.916667,0.050466264,0.906504065,0.46,0.08950872,38488,23627,0.574861518,74.818275,0.521672992,766.05,32.1
132,5029,Conway,Arkansas,610,7,2.735,4183.2,0.047337278,0.85520362,0.23,0.087666985,43519,20916,0.705166173,74.60666737,0.32052742,552.25,38.5
133,5031,Craighead,Arkansas,6585,72,2.702,743.8541667,0.02979547,0.925925926,0.48,0.095113033,49355,107115,0.321682237,76.72395159,0.391885712,707.21,136.4
134,5033,Crawford,Arkansas,2914,35,2.535,4499.714286,0.035409173,0.903376019,0.42,0.0980876,44850,62996,0.519613224,75.73643081,0.283709097,593.09,104.4
135,5035,Crittenden,Arkansas,3106,55,3.187,1250,0.042921998,0.89081225,0.39,0.072558162,39272,48750,0.20887195,73.37567192,0.538927936,609.76,83.5
136,5037,Cross,Arkansas,783,26,2.916,1873.666667,0.039746246,0.920948617,0.39,0.084974922,41661,16863,0.567879127,72.980884,0.419331307,616.38,29
137,5039,Dallas,Arkansas,269,6,2.665,1478.6,0.045123221,0.869565217,0.3,0.080612803,33739,7393,0.526367669,73.85919197,0.547039692,667.39,12.2
138,5041,Desha,Arkansas,522,8,3.016,1307.111111,0.048046947,0.869955157,0.35,0.094723592,33228,11764,0.314191267,71.90830464,0.578473545,768.15,16.9
139,5043,Drew,Arkansas,583,7,3.032,2318.375,0.051618659,0.881278539,0.41,0.093660336,41339,18547,0.486087849,74.91232111,0.479741138,828.36,22.3
140,5045,Faulkner,Arkansas,4444,53,3.094,1373.933333,0.03320389,0.933132983,0.45,0.082252081,51535,123654,0.387602992,77.02990328,0.340196582,647.88,174.8
141,5047,Franklin,Arkansas,728,11,2.49,3578,0.034682081,0.972527473,0.39,0.096044404,41140,17890,0.826041379,74.25814689,0.152531313,608.86,29.8
142,5049,Fulton,Arkansas,502,12,2.568,861.0714286,0.0420541,0.975206612,0.35,0.09184832,35723,12055,0.92919559,74.66610013,0.090478209,618.19,19.8
143,5051,Garland,Arkansas,3507,104,3.252,1096.2,0.040050465,0.852402746,0.52,0.102054252,44662,98658,0.369032742,74.79903537,0.315470916,677.78,141.7
144,5053,Grant,Arkansas,541,5,3.027,2595,0.031895831,0.894736842,0.52,0.067067067,54819,18165,0.750294068,76.10754756,0.140228248,631.81,28.3
145,5055,Greene,Arkansas,2618,26,2.675,1251.472222,0.036505933,0.958333333,0.44,0.079484023,46029,45053,0.41506296,73.94686397,0.132242278,577.7,72.9
146,5057,Hempstead,Arkansas,817,6,3.018,1987.363636,0.034555926,0.819148936,0.39,0.108988325,39505,21861,0.557698262,76.49460236,0.594938282,727.52,31.1
147,5059,Hot Spring,Arkansas,2794,42,3.132,1974.941177,0.036862137,0.915343915,0.54,0.078011928,42329,33574,0.659690794,73.50626933,0.301581181,615.2,53.5
148,5061,Howard,Arkansas,777,15,3.035,2246.333333,0.030409946,0.970873786,0.41,0.119610187,36744,13478,0.675175865,73.61900426,0.533723663,588.55,23.4
149,5063,Independence,Arkansas,1968,71,2.629,1209.806452,0.042203191,0.880398671,0.48,0.094222282,42332,37504,0.685840587,75.78436081,0.210416815,763.95,48
150,5065,Izard,Arkansas,951,6,2.797,977.5714286,0.054604727,0.97037037,0.41,0.113922664,37958,13686,1,75.72119454,0.134937544,580.58,23.6
151,5067,Jackson,Arkansas,1529,6,2.782,1713.5,0.058485463,0.888,0.49,0.090644248,36235,17135,0.650608435,72.82250609,0.376523743,633.94,28.4
152,5069,Jefferson,Arkansas,5010,109,3.207,1818.81579,0.051819381,0.81376038,0.39,0.074977518,38677,69115,0.309162523,73.05152901,0.528536547,870.75,88.9
153,5071,Johnson,Arkansas,1216,11,2.488,2413.818182,0.042387218,0.914556962,0.46,0.121342067,39798,26552,0.71366484,75.79102135,0.352980358,659.8,38.7
154,5073,Lafayette,Arkansas,252,3,2.884,2287.333333,0.050773503,0.929411765,0.29,0.100967118,33378,6862,1,75.84908065,0.515368176,528.27,14.5
155,5075,Lawrence,Arkansas,1096,28,2.676,1652.5,0.037727667,0.887029289,0.25,0.082796117,40777,16525,0.635601493,73.81490728,0.090536283,587.61,29.6
156,5077,Lee,Arkansas,1161,18,2.839,3058.666667,0.048387097,0.802631579,0.33,0.088255495,28875,9176,0.635072909,75.35842565,0.538418923,602.62,17.3
157,5079,Lincoln,Arkansas,2393,18,3.223,2274.333333,0.041873142,0.946902655,0.4,0.106032222,43821,13646,1,75.64264453,0.493112882,561.52,25.2
158,5081,Little River,Arkansas,611,40,2.932,1235.9,0.04793418,0.850393701,0.44,0.087762167,42063,12359,0.685217523,73.67365789,0.427513443,532.25,24.7
159,5083,Logan,Arkansas,878,6,2.695,2172.2,0.038336873,0.919308357,0.27,0.086578825,37676,21722,0.7101955,74.35120887,0.184979789,708.13,31.6
160,5085,Lonoke,Arkansas,2512,49,3.104,2278.0625,0.032519845,0.906432749,0.47,0.076409259,54378,72898,0.448124525,74.57448965,0.25777503,770.73,88.7
161,5087,Madison,Arkansas,578,7,3.004,5446.333333,0.028023599,0.879069767,0.41,0.129725152,40568,16339,1,73.9540881,0.193856431,834.26,18.8
162,5089,Marion,Arkansas,393,6,2.634,2738,0.039414935,0.924369748,0.36,0.095667096,39539,16428,1,74.78958377,0.111569394,597.01,27.9
163,5091,Miller,Arkansas,2064,22,2.941,1629.037037,0.043097372,0.874,0.44,0.084115828,44325,43984,0.400119645,74.16067132,0.463395249,625.58,69.5
164,5093,Mississippi,Arkansas,3024,79,2.989,1916.318182,0.059358946,0.865853659,0.41,0.08558886,39678,42159,0.362672117,71.53180438,0.534784419,900.57,51.6
165,5095,Monroe,Arkansas,292,4,2.819,1417,0.042553192,0.9,0.24,0.094854422,32427,7085,0.689777887,70.56161394,0.544166993,607.12,13.4
166,5097,Montgomery,Arkansas,254,10,2.949,1114.875,0.048224177,0.931034483,0.27,0.112076995,35500,8919,1,75.96367459,0.174350923,779.88,12.2
167,5099,Nevada,Arkansas,428,14,2.892,1665.4,0.035408022,0.929292929,0.39,0.082862811,46687,8327,0.691786151,73.85589641,0.511335314,617.84,14.6
168,5101,Newton,Arkansas,412,22,2.723,1304.666667,0.035798817,0.79661017,0.25,0.099931082,34036,7828,1,77.75899229,0.118543185,820.9,10.1
169,5103,Ouachita,Arkansas,629,11,2.739,3409.714286,0.045737621,0.908759124,0.45,0.072542124,39576,23868,0.563514548,73.70917758,0.535973541,732.78,35.6
170,5105,Perry,Arkansas,233,3,2.928,3449.333333,0.041646835,0.909774436,0.41,0.097661958,44118,10348,1,75.1997946,0.148264908,551.4,18.9
171,5107,Phillips,Arkansas,892,16,3.065,1160.75,0.058107697,0.860714286,0.2,0.082911101,27663,18572,0.479661718,71.55622585,0.499572271,695.66,31.3
172,5109,Pike,Arkansas,351,1,2.993,2681.5,0.040606768,0.872093023,0.3,0.12812427,37493,10726,1,76.48107527,0.231117017,600.62,18.8
173,5111,Poinsett,Arkansas,1590,39,2.829,1509.625,0.041171354,0.821192053,0.45,0.093864304,39778,24154,0.711385917,72.03430974,0.240054992,758.39,32.4
174,5113,Polk,Arkansas,710,8,2.526,958,0.044939624,0.90430622,0.36,0.121357028,35678,20118,0.733859259,75.999852,0.223044338,857.68,24.1
175,5115,Pope,Arkansas,3494,42,2.576,1934.393939,0.044041451,0.913630229,0.45,0.098911071,45803,63835,0.54493636,76.96412031,0.284482325,812.55,76
